"","Year","StateAbbr","StateDesc","CountyName","CountyFIPS","Measure","Data_Value_Unit","Data_Value_Type","Data_Value","Low_Confidence_Limit","High_Confidence_Limit","TotalPopulation","Geolocation","LocationID"
"1064",2020,"MN","Minnesota","Stearns",27145,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5,4.5,5.5,3759,"POINT (-94.44539722 45.62618082)",27145010401
"1065",2020,"MN","Minnesota","Stevens",27149,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.4,4.8,5.9,3994,"POINT (-95.92796071 45.63797252)",27149480200
"1066",2020,"MN","Minnesota","St. Louis",27137,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.5,6.9,8.1,2912,"POINT (-92.62364209 47.52374488)",27137012800
"1067",2020,"MN","Minnesota","St. Louis",27137,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.5,5,6.2,4242,"POINT (-91.97589613 46.87026782)",27137000200
"1068",2020,"MN","Minnesota","Washington",27163,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.5,4.1,5,4912,"POINT (-92.97341689 44.90580975)",27163071012
"1069",2020,"MN","Minnesota","St. Louis",27137,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.8,5.2,6.3,5455,"POINT (-92.12128853 46.83730535)",27137000400
"1070",2020,"MN","Minnesota","St. Louis",27137,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.5,6.9,8.3,1636,"POINT (-92.20470502 46.74286784)",27137002900
"1071",2020,"MN","Minnesota","Steele",27147,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6,5.5,6.5,4112,"POINT (-93.25529754 44.09079069)",27147960400
"1072",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3.4,3.1,3.7,3307,"POINT (-93.16192211 44.94041093)",27123035200
"1073",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3.5,3.2,3.8,2379,"POINT (-93.20261203 44.99420359)",27123042002
"1074",2020,"MN","Minnesota","Scott",27139,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.3,4,4.7,6756,"POINT (-93.47601383 44.71857644)",27139080903
"1075",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.1,4.5,5.7,4001,"POINT (-93.16885787 45.11607929)",27123040705
"1076",2020,"MN","Minnesota","St. Louis",27137,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7,6.7,7.3,3521,"POINT (-92.49738467 47.6854947)",27137015200
"1077",2020,"MN","Minnesota","Stearns",27145,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.4,4.8,5.9,8833,"POINT (-94.23619125 45.57508501)",27145001001
"1078",2020,"MN","Minnesota","Winona",27169,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.9,5.4,6.3,3852,"POINT (-91.8430975 43.935448)",27169670900
"1079",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.4,4.8,6,4190,"POINT (-92.99482734 44.9343989)",27123042504
"1080",2020,"MN","Minnesota","Washington",27163,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5,4.6,5.5,4620,"POINT (-92.97178893 44.98034288)",27163070911
"1081",2020,"MN","Minnesota","St. Louis",27137,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.6,5.2,6.1,6198,"POINT (-92.04599489 47.02748893)",27137010600
"1082",2020,"MN","Minnesota","Rice",27131,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.4,5.1,5.7,5314,"POINT (-93.28012489 44.41526287)",27131070200
"1083",2020,"MN","Minnesota","St. Louis",27137,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.9,7.2,8.6,2508,"POINT (-92.53449816 47.51810295)",27137013100
"1084",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.4,4.9,5.9,6285,"POINT (-93.01243917 44.92495316)",27123037403
"1085",2020,"MN","Minnesota","St. Louis",27137,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.4,4.9,5.9,1839,"POINT (-92.11118135 46.78866344)",27137001800
"1086",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.6,5,6.2,5521,"POINT (-93.19936572 45.04413021)",27123041107
"1087",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.6,5.1,6.1,4442,"POINT (-93.04860261 45.00090546)",27123042302
"1088",2020,"MN","Minnesota","Roseau",27135,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.4,5.7,7.1,3826,"POINT (-95.75838162 48.8511751)",27135970300
"1089",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.3,3.9,4.8,2755,"POINT (-93.10762663 44.92420805)",27123037000
"1090",2020,"MN","Minnesota","Washington",27163,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.1,5.5,6.8,4856,"POINT (-92.95932913 44.95600837)",27163070910
"1091",2020,"MN","Minnesota","Todd",27153,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.7,7.3,8.2,3904,"POINT (-95.02549961 45.89665043)",27153790700
"1092",2020,"MN","Minnesota","Rice",27131,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.3,5.8,6.8,3453,"POINT (-93.29351696 44.28800642)",27131070902
"1093",2020,"MN","Minnesota","Sibley",27143,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.6,5.4,5.9,4305,"POINT (-94.0114965 44.64874766)",27143170198
"1094",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.5,4,4.9,2304,"POINT (-93.13225996 44.92738122)",27123036800
"1095",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.9,6,7.9,1742,"POINT (-92.99724023 45.0846748)",27123040200
"1096",2020,"MN","Minnesota","Winona",27169,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.4,5.8,7,3741,"POINT (-91.60894631 44.03377768)",27169670700
"1097",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.9,5.3,6.6,2094,"POINT (-92.99027738 45.01929874)",27123042602
"1098",2020,"MN","Minnesota","Wabasha",27157,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.6,5.9,7.2,3448,"POINT (-92.16758573 44.16614671)",27157490600
"1099",2020,"MN","Minnesota","St. Louis",27137,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.1,5.4,6.7,3747,"POINT (-92.15563633 46.74063316)",27137015800
"1100",2020,"MN","Minnesota","Todd",27153,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.1,6.6,7.8,3253,"POINT (-94.78076481 46.32179164)",27153790100
"1101",2020,"MN","Minnesota","St. Louis",27137,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.2,6.9,7.6,3315,"POINT (-92.79802589 46.89333066)",27137011200
"1102",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.3,4.8,5.9,3249,"POINT (-93.04014649 45.06646982)",27123040503
"1103",2020,"MN","Minnesota","Rice",27131,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7,6.3,7.7,7296,"POINT (-93.2775188 44.27148971)",27131070800
"1104",2020,"MN","Minnesota","Watonwan",27165,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.7,7.3,8.1,2977,"POINT (-94.61361986 43.93378641)",27165950300
"1105",2020,"MN","Minnesota","Waseca",27161,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.2,5.6,6.7,3364,"POINT (-93.64678956 44.15016497)",27161790100
"1106",2020,"MN","Minnesota","Todd",27153,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.9,8.3,9.4,3182,"POINT (-95.01772204 46.10532041)",27153790300
"1107",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.6,5.8,7.4,4859,"POINT (-93.13524764 45.02417541)",27123041500
"1108",2020,"MN","Minnesota","Stearns",27145,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.8,4.4,5.2,4539,"POINT (-94.19412275 45.45303814)",27145011400
"1109",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.4,4.1,4.7,4345,"POINT (-93.15188059 44.92283085)",27123036600
"1110",2020,"MN","Minnesota","St. Louis",27137,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.1,5.5,6.8,2540,"POINT (-92.18472421 46.73424124)",27137003300
"1111",2020,"MN","Minnesota","St. Louis",27137,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.1,7.6,8.7,2396,"POINT (-92.2153545 47.56821947)",27137013900
"1112",2020,"MN","Minnesota","Stearns",27145,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.2,3.9,4.5,7397,"POINT (-94.15488191 45.53383402)",27145000302
"1113",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.8,6.1,7.4,5753,"POINT (-93.01158218 44.99702294)",27123042402
"1114",2020,"MN","Minnesota","Washington",27163,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.3,4.9,5.8,3435,"POINT (-92.99736355 44.87435918)",27163071003
"1115",2020,"MN","Minnesota","Washington",27163,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.3,3.9,4.7,4991,"POINT (-92.97238416 45.01939198)",27163070907
"1116",2020,"MN","Minnesota","Wright",27171,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.2,5.8,6.6,4675,"POINT (-94.15380833 45.21890409)",27171100500
"1117",2020,"MN","Minnesota","Washington",27163,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.6,5.2,6.1,3936,"POINT (-92.82798983 45.25389489)",27163070205
"1118",2020,"MN","Minnesota","Wright",27171,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.2,5.6,6.8,4964,"POINT (-94.19512172 45.06575014)",27171101300
"1119",2020,"MN","Minnesota","Scott",27139,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3.7,3.3,4,2328,"POINT (-93.37612518 44.77653435)",27139080201
"1120",2020,"MN","Minnesota","Roseau",27135,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6,5.5,6.5,4049,"POINT (-95.54013765 48.93816182)",27135970100
"1121",2020,"MN","Minnesota","Stearns",27145,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.3,7.4,9.3,3901,"POINT (-94.70217332 45.37188405)",27145011000
"1122",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.2,4.7,5.8,3666,"POINT (-93.15531377 45.00251583)",27123041800
"1123",2020,"MN","Minnesota","Sherburne",27141,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6,5.3,6.7,7148,"POINT (-94.12006601 45.52878091)",27141031500
"1124",2020,"MN","Minnesota","St. Louis",27137,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9.9,8.9,10.9,1475,"POINT (-91.94578697 47.64446107)",27137014100
"1125",2020,"MN","Minnesota","St. Louis",27137,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.4,7.7,9.2,2017,"POINT (-92.11583354 47.55953938)",27137014000
"1126",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3.9,3.6,4.2,3952,"POINT (-93.17210649 44.92705085)",27123036400
"1127",2020,"MN","Minnesota","Washington",27163,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.6,5,6.2,4714,"POINT (-92.96130303 45.06450807)",27163070304
"1128",2020,"MN","Minnesota","Steele",27147,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9,7.9,10.1,3607,"POINT (-93.23112403 44.06872558)",27147960600
"1129",2020,"MN","Minnesota","Sherburne",27141,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3.3,3,3.6,8924,"POINT (-93.72569373 45.36497138)",27141030403
"1130",2020,"MN","Minnesota","Washington",27163,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.4,4.9,5.9,4811,"POINT (-92.96760185 45.04414246)",27163070303
"1131",2020,"MN","Minnesota","Roseau",27135,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.3,6.8,7.9,1839,"POINT (-96.05743919 48.63007259)",27135970500
"1132",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.7,5.1,6.4,5151,"POINT (-93.20458778 45.078994)",27123041105
"1133",2020,"MN","Minnesota","St. Louis",27137,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.1,7.6,8.7,1891,"POINT (-92.36971289 47.50160102)",27137013600
"1134",2020,"MN","Minnesota","Winona",27169,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5,4.6,5.5,4484,"POINT (-91.66053217 44.06376234)",27169670400
"1135",2020,"MN","Minnesota","Sherburne",27141,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.6,5.1,6,5929,"POINT (-93.99872078 45.48698103)",27141030300
"1136",2020,"MN","Minnesota","Rice",27131,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.9,4.4,5.4,3181,"POINT (-93.15085837 44.43865709)",27131070503
"1137",2020,"MN","Minnesota","Red Lake",27125,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.3,6.7,8.1,2221,"POINT (-96.29035394 47.90572881)",27125010200
"1138",2020,"MN","Minnesota","Washington",27163,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3.3,3,3.6,5298,"POINT (-92.92242487 44.93691753)",27163071010
"1139",2020,"MN","Minnesota","St. Louis",27137,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.1,6.5,7.8,3025,"POINT (-92.25334573 46.66996742)",27137003800
"1140",2020,"MN","Minnesota","Waseca",27161,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.1,5.6,6.6,4488,"POINT (-93.51239858 44.06827057)",27161790500
"1141",2020,"MN","Minnesota","Wadena",27159,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.6,7.9,9.3,3285,"POINT (-94.97487338 46.72005996)",27159480100
"1142",2020,"MN","Minnesota","Sherburne",27141,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3.9,3.5,4.3,4991,"POINT (-93.60375226 45.34304408)",27141030504
"1143",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.1,3.9,4.4,6481,"POINT (-93.19604705 44.93675125)",27123043000
"1144",2020,"MN","Minnesota","Stearns",27145,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.1,3.8,4.4,7846,"POINT (-94.29612603 45.55480654)",27145011301
"1145",2020,"MN","Minnesota","St. Louis",27137,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.5,6,7,3082,"POINT (-92.11895522 46.76181494)",27137015600
"1146",2020,"MN","Minnesota","Swift",27151,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.8,7.9,9.9,3322,"POINT (-95.60656124 45.31023283)",27151960200
"1147",2020,"MN","Minnesota","Waseca",27161,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.5,5.8,7.2,5481,"POINT (-93.49350062 44.08756476)",27161790400
"1148",2020,"MN","Minnesota","Sherburne",27141,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.1,3.9,4.3,7224,"POINT (-93.73694385 45.48661222)",27141030200
"1149",2020,"MN","Minnesota","St. Louis",27137,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.7,4.4,5.1,1512,"POINT (-92.09928568 46.79363038)",27137001600
"1150",2020,"MN","Minnesota","St. Louis",27137,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.1,7.5,8.6,3422,"POINT (-92.02956095 47.82721827)",27137015400
"1151",2020,"MN","Minnesota","Renville",27129,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.4,7.8,9,2899,"POINT (-94.7507195 44.58704578)",27129790600
"1152",2020,"MN","Minnesota","Wright",27171,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.6,4.3,4.8,7416,"POINT (-93.95151615 45.06466906)",27171101100
"1153",2020,"MN","Minnesota","Yellow Medicine",27173,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.5,7,8.2,3371,"POINT (-95.66610053 44.80611836)",27173970100
"1154",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.8,5.2,6.6,3647,"POINT (-93.11628577 45.00020549)",27123041602
"1155",2020,"MN","Minnesota","St. Louis",27137,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.4,7.5,9.6,3960,"POINT (-92.50901921 47.51508757)",27137013200
"1156",2020,"MN","Minnesota","Washington",27163,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",2.9,2.7,3.2,1587,"POINT (-92.78925912 45.02756135)",27163070801
"1157",2020,"MN","Minnesota","Traverse",27155,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.7,8.2,9.3,1442,"POINT (-96.51983921 45.66629541)",27155460200
"1158",2020,"MN","Minnesota","Watonwan",27165,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.3,7.4,9.2,4666,"POINT (-94.62073428 43.98643755)",27165950200
"1159",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3.5,3.1,3.9,2530,"POINT (-93.13729301 44.93647323)",27123035700
"1160",2020,"MN","Minnesota","St. Louis",27137,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.8,4.4,5.2,1099,"POINT (-92.13541943 46.77230182)",27137002400
"1161",2020,"MN","Minnesota","Washington",27163,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3.4,3.1,3.8,9609,"POINT (-92.95819727 44.84914564)",27163071206
"1162",2020,"MN","Minnesota","Renville",27129,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7,6.6,7.3,1921,"POINT (-95.27292599 44.81187842)",27129790300
"1163",2020,"MN","Minnesota","Washington",27163,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.3,4.8,5.9,2781,"POINT (-92.80782407 45.04534611)",27163070602
"1164",2020,"MN","Minnesota","Stevens",27149,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.5,7.1,7.9,2426,"POINT (-96.04482441 45.60589623)",27149480100
"1165",2020,"MN","Minnesota","Rice",27131,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.8,4.4,5.4,3552,"POINT (-93.17204939 44.43635762)",27131070504
"1166",2020,"MN","Minnesota","Todd",27153,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.3,6.9,7.8,2653,"POINT (-94.75846946 45.92743843)",27153790500
"1167",2020,"MN","Minnesota","Scott",27139,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.5,4,5,4908,"POINT (-93.40504017 44.71852539)",27139080906
"1168",2020,"MN","Minnesota","Stearns",27145,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.7,6.9,8.5,6274,"POINT (-95.01614976 45.68082864)",27145011500
"1169",2020,"MN","Minnesota","Washington",27163,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.5,5.1,6,3465,"POINT (-92.8258874 45.1666866)",27163070206
"1170",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",2.6,2.4,2.9,3440,"POINT (-93.17470196 44.93778016)",27123035100
"1171",2020,"MN","Minnesota","Rice",27131,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.6,5.2,6,4448,"POINT (-93.19187661 44.27310758)",27131070400
"1172",2020,"MN","Minnesota","St. Louis",27137,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.6,5.1,6.2,8527,"POINT (-92.23681186 46.80611286)",27137010300
"1173",2020,"MN","Minnesota","Sibley",27143,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7,6.4,7.7,3308,"POINT (-94.24384804 44.54523742)",27143170300
"1174",2020,"MN","Minnesota","Stearns",27145,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.7,6.3,7.1,3691,"POINT (-94.75015933 45.66337146)",27145010500
"1175",2020,"MN","Minnesota","St. Louis",27137,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.5,6,7.1,2910,"POINT (-92.55903242 47.41403246)",27137013400
"1176",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.9,4.3,5.6,3915,"POINT (-93.18797398 44.90641254)",27123037601
"1177",2020,"MN","Minnesota","Washington",27163,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.5,4.8,6.1,6580,"POINT (-92.82436997 44.98627045)",27163070701
"1178",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.1,5.3,7,3070,"POINT (-93.21912648 45.04153384)",27123041103
"1179",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.6,5,6.5,3935,"POINT (-93.18748951 45.02292422)",27123041302
"1180",2020,"MN","Minnesota","St. Louis",27137,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3.2,3,3.5,4787,"POINT (-92.08339422 46.81833631)",27137015700
"1181",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.3,5.7,6.9,5162,"POINT (-93.07555711 45.00193741)",27123042202
"1182",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.5,5.1,5.9,3889,"POINT (-93.0114543 44.95657387)",27123034702
"1183",2020,"MN","Minnesota","St. Louis",27137,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.4,7.3,9.8,1282,"POINT (-92.05991967 46.7409514)",27137002200
"1184",2020,"MN","Minnesota","St. Louis",27137,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3.6,3.2,4,2234,"POINT (-92.07795658 46.81155713)",27137001000
"1185",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.3,4.7,6,3000,"POINT (-93.16662561 45.08640821)",27123040801
"1186",2020,"MN","Minnesota","Scott",27139,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.8,5.2,6.3,2816,"POINT (-93.53715554 44.79501759)",27139080500
"1187",2020,"MN","Minnesota","St. Louis",27137,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.3,7.5,9,4976,"POINT (-92.87884247 47.48783863)",27137012600
"1188",2020,"MN","Minnesota","Sherburne",27141,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.5,4.2,4.9,7374,"POINT (-93.57157204 45.5125733)",27141030102
"1189",2020,"MN","Minnesota","Washington",27163,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.3,4.9,5.8,7003,"POINT (-92.9584213 44.79704161)",27163071400
"1190",2020,"MN","Minnesota","St. Louis",27137,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.8,4.4,5.2,2825,"POINT (-92.05604279 46.82261056)",27137000700
"1191",2020,"MN","Minnesota","Washington",27163,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.1,3.6,4.6,3407,"POINT (-92.81285045 45.1013415)",27163070404
"1192",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.5,4,5,5252,"POINT (-93.0812448 45.07197863)",27123040603
"1193",2020,"MN","Minnesota","Washington",27163,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3.7,3.4,4.1,6083,"POINT (-92.88337603 44.93427195)",27163071017
"1194",2020,"MN","Minnesota","Wright",27171,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.8,4.5,5.1,7321,"POINT (-93.79841626 45.12023429)",27171100900
"1195",2020,"MN","Minnesota","St. Louis",27137,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3.9,3.6,4.2,1812,"POINT (-92.08754314 46.80282065)",27137001300
"1196",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5,4.5,5.4,4456,"POINT (-93.07593777 45.02394008)",27123042102
"1197",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.4,4.9,5.8,4133,"POINT (-93.03776741 44.95707274)",27123034602
"1198",2020,"MN","Minnesota","Redwood",27127,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.4,7,7.8,2946,"POINT (-95.48117522 44.38678305)",27127750500
"1199",2020,"MN","Minnesota","St. Louis",27137,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.8,6.2,7.4,4837,"POINT (-92.95075132 47.39390668)",27137012100
"1200",2020,"MN","Minnesota","Stearns",27145,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.1,4.7,5.6,3034,"POINT (-94.17759829 45.5582073)",27145000602
"1201",2020,"MN","Minnesota","Washington",27163,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.7,4.2,5.4,4340,"POINT (-92.90592874 45.01803059)",27163070405
"1202",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.8,5.2,6.5,2022,"POINT (-93.12232304 44.9300626)",27123036900
"1203",2020,"MN","Minnesota","Washington",27163,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.2,4.7,5.8,3526,"POINT (-92.76750222 44.93976028)",27163071101
"1204",2020,"MN","Minnesota","Renville",27129,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.9,7.4,8.4,2908,"POINT (-94.62355644 44.80068742)",27129790100
"1205",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5,4.5,5.6,5410,"POINT (-93.12607049 45.0479464)",27123040704
"1206",2020,"MN","Minnesota","Wadena",27159,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9,8.2,9.9,4876,"POINT (-95.09921604 46.41898761)",27159480300
"1207",2020,"MN","Minnesota","Ramsey",27123,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.7,6.3,7,2446,"POINT (-93.09942906 44.95690959)",27123042800
"1208",2020,"MN","Minnesota","Scott",27139,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",3.7,3.3,4.2,7542,"POINT (-93.34341744 44.75669834)",27139080203
"1209",2020,"MN","Minnesota","Wabasha",27157,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.7,6.8,8.5,4055,"POINT (-92.24492715 44.43743187)",27157490300
"1210",2020,"MN","Minnesota","Sherburne",27141,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",4.7,4.2,5.1,11141,"POINT (-93.54113035 45.31930737)",27141030502
"1211",2020,"MN","Minnesota","Washington",27163,"Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.8,5.1,6.6,4054,"POINT (-92.810096 45.06768586)",27163070502
