tract_id,pct_ebll_cat,primary_county,num_EBLLs_tract,tested,pct_ebll_county,per_eblls_label,pct_ebll_cat_label
27137012700,2,St. Louis County,0,76,1.3%,0.0%,No significant difference
27137012800,2,St. Louis County,0,122,1.3%,0.0%,No significant difference
27137013000,2,St. Louis County,*1-4,65,1.3%,About 0.8%,No significant difference
27137013100,3,St. Louis County,*1-4,148,1.3%,> 0.8%,Significantly higher (1-2 times)
27137013200,2,St. Louis County,0,198,1.3%,0.0%,No significant difference
27137013300,2,St. Louis County,*1-4,155,1.3%,About 0.8%,No significant difference
27137013400,2,St. Louis County,0,124,1.3%,0.0%,No significant difference
27137013500,2,St. Louis County,0,55,1.3%,0.0%,No significant difference
27137013600,2,St. Louis County,*1-4,59,1.3%,About 0.8%,No significant difference
27137013800,2,St. Louis County,0,59,1.3%,0.0%,No significant difference
27137013900,2,St. Louis County,*1-4,55,1.3%,About 0.8%,No significant difference
27137014000,2,St. Louis County,0,89,1.3%,0.0%,No significant difference
27137014100,2,St. Louis County,*1-4,43,1.3%,About 0.8%,No significant difference
27137015100,2,St. Louis County,0,88,1.3%,0.0%,No significant difference
27137015200,2,St. Louis County,0,129,1.3%,0.0%,No significant difference
27137015300,2,St. Louis County,0,109,1.3%,0.0%,No significant difference
27137015400,2,St. Louis County,*1-4,75,1.3%,About 0.8%,No significant difference
27137015500,2,St. Louis County,0,69,1.3%,0.0%,No significant difference
27137015600,3,St. Louis County,6,189,1.3%,3.2%,Significantly higher (1-2 times)
27137015700,2,St. Louis County,*1-4,69,1.3%,About 0.8%,No significant difference
27137015800,2,St. Louis County,*1-4,210,1.3%,About 0.8%,No significant difference
27139080100,2,Scott County,0,178,0.2%,0.0%,No significant difference
27139080201,2,Scott County,0,149,0.2%,0.0%,No significant difference
27139080202,2,Scott County,*1-4,233,0.2%,About 0.8%,No significant difference
27139080203,1,Scott County,0,606,0.2%,0.0%,Significantly lower (<0.7%)
27139080204,2,Scott County,*1-4,209,0.2%,About 0.8%,No significant difference
27139080205,1,Scott County,0,576,0.2%,0.0%,Significantly lower (<0.7%)
27139080301,2,Scott County,*1-4,871,0.2%,About 0.8%,No significant difference
27139080302,2,Scott County,*1-4,915,0.2%,About 0.8%,No significant difference
27139080400,2,Scott County,*1-4,311,0.2%,About 0.8%,No significant difference
27139080500,2,Scott County,0,91,0.2%,0.0%,No significant difference
27139080600,2,Scott County,*1-4,246,0.2%,About 0.8%,No significant difference
27139080700,2,Scott County,0,273,0.2%,0.0%,No significant difference
27139080800,2,Scott County,7,507,0.2%,1.4%,No significant difference
27139080903,2,Scott County,*1-4,327,0.2%,About 0.8%,No significant difference
27139080904,2,Scott County,0,382,0.2%,0.0%,No significant difference
27139080905,2,Scott County,0,290,0.2%,0.0%,No significant difference
27139080906,2,Scott County,*1-4,246,0.2%,About 0.8%,No significant difference
27139081000,2,Scott County,0,358,0.2%,0.0%,No significant difference
27139081100,1,Scott County,0,575,0.2%,0.0%,Significantly lower (<0.7%)
27139081200,2,Scott County,0,365,0.2%,0.0%,No significant difference
27139081300,2,Scott County,*1-4,498,0.2%,About 0.8%,No significant difference
27141030101,1,Sherburne County,0,630,0.1%,0.0%,Significantly lower (<0.7%)
27141030102,2,Sherburne County,0,291,0.1%,0.0%,No significant difference
27141030200,2,Sherburne County,0,402,0.1%,0.0%,No significant difference
27141030300,2,Sherburne County,*1-4,256,0.1%,About 0.8%,No significant difference
27141030402,2,Sherburne County,*1-4,668,0.1%,About 0.8%,No significant difference
27141030403,2,Sherburne County,*1-4,596,0.1%,About 0.8%,No significant difference
27141030404,2,Sherburne County,*1-4,648,0.1%,About 0.8%,No significant difference
27141030502,1,Sherburne County,0,653,0.1%,0.0%,Significantly lower (<0.7%)
27141030503,2,Sherburne County,0,338,0.1%,0.0%,No significant difference
27141030504,2,Sherburne County,*1-4,202,0.1%,About 0.8%,No significant difference
27141031500,1,Sherburne County,0,440,0.1%,0.0%,Significantly lower (<0.7%)
27143170198,2,Sibley County,*1-4,149,1.9%,About 0.8%,No significant difference
27143170200,2,Sibley County,*1-4,145,1.9%,About 0.8%,No significant difference
27143170300,2,Sibley County,*1-4,130,1.9%,About 0.8%,No significant difference
27143170400,3,Sibley County,*1-4,174,1.9%,> 0.8%,Significantly higher (1-2 times)
27145000301,2,Stearns County,*1-4,272,0.3%,About 0.8%,No significant difference
27145000302,2,Stearns County,*1-4,593,0.3%,About 0.8%,No significant difference
27145000401,2,Stearns County,*1-4,849,0.3%,About 0.8%,No significant difference
27145000402,2,Stearns County,0,287,0.3%,0.0%,No significant difference
27145000500,1,Stearns County,0,844,0.3%,0.0%,Significantly lower (<0.7%)
27145000601,2,Stearns County,*1-4,299,0.3%,About 0.8%,No significant difference
27145000602,2,Stearns County,*1-4,209,0.3%,About 0.8%,No significant difference
27145000701,2,Stearns County,0,191,0.3%,0.0%,No significant difference
27145000801,2,Stearns County,*1-4,233,0.3%,About 0.8%,No significant difference
27145000901,1,Stearns County,0,449,0.3%,0.0%,Significantly lower (<0.7%)
27145001001,1,Stearns County,0,507,0.3%,0.0%,Significantly lower (<0.7%)
27145010101,2,Stearns County,*1-4,556,0.3%,About 0.8%,No significant difference
27145010102,2,Stearns County,*1-4,695,0.3%,About 0.8%,No significant difference
27145010200,2,Stearns County,0,299,0.3%,0.0%,No significant difference
27145010401,2,Stearns County,*1-4,206,0.3%,About 0.8%,No significant difference
27145010402,2,Stearns County,*1-4,295,0.3%,About 0.8%,No significant difference
27145010403,2,Stearns County,0,188,0.3%,0.0%,No significant difference
27145010500,2,Stearns County,0,226,0.3%,0.0%,No significant difference
27145010600,2,Stearns County,*1-4,260,0.3%,About 0.8%,No significant difference
27145010900,2,Stearns County,*1-4,185,0.3%,About 0.8%,No significant difference
27145011000,2,Stearns County,0,197,0.3%,0.0%,No significant difference
27145011100,2,Stearns County,0,385,0.3%,0.0%,No significant difference
27145011200,2,Stearns County,0,246,0.3%,0.0%,No significant difference
27145011301,2,Stearns County,*1-4,489,0.3%,About 0.8%,No significant difference
27145011302,2,Stearns County,0,382,0.3%,0.0%,No significant difference
27145011304,2,Stearns County,0,219,0.3%,0.0%,No significant difference
27145011400,2,Stearns County,0,352,0.3%,0.0%,No significant difference
27145011500,2,Stearns County,6,407,0.3%,1.5%,No significant difference
27145011600,2,Stearns County,0,25,0.3%,0.0%,No significant difference
27147960100,2,Steele County,0,167,0.9%,0.0%,No significant difference
27147960200,2,Steele County,*1-4,249,0.9%,About 0.8%,No significant difference
27147960300,2,Steele County,*1-4,324,0.9%,About 0.8%,No significant difference
27147960400,2,Steele County,*1-4,225,0.9%,About 0.8%,No significant difference
27147960500,2,Steele County,*1-4,79,0.9%,About 0.8%,No significant difference
27147960600,2,Steele County,*1-4,125,0.9%,About 0.8%,No significant difference
27147960700,2,Steele County,*1-4,211,0.9%,About 0.8%,No significant difference
27147960800,3,Steele County,*1-4,99,0.9%,> 0.8%,Significantly higher (1-2 times)
27149480100,2,Stevens County,0,64,1.0%,0.0%,No significant difference
27149480200,2,Stevens County,*1-4,89,1.0%,About 0.8%,No significant difference
27149480300,2,Stevens County,0,114,1.0%,0.0%,No significant difference
27151960100,2,Swift County,0,83,1.5%,0.0%,No significant difference
27151960200,2,Swift County,*1-4,157,1.5%,About 0.8%,No significant difference
27151960300,2,Swift County,0,75,1.5%,0.0%,No significant difference
27151960400,3,Swift County,*1-4,49,1.5%,> 0.8%,Significantly higher (1-2 times)
27153790100,2,Todd County,*1-4,181,0.6%,About 0.8%,No significant difference
27153790200,2,Todd County,*1-4,118,0.6%,About 0.8%,No significant difference
27153790300,2,Todd County,0,114,0.6%,0.0%,No significant difference
27153790400,2,Todd County,*1-4,164,0.6%,About 0.8%,No significant difference
27153790500,2,Todd County,*1-4,125,0.6%,About 0.8%,No significant difference
27153790600,2,Todd County,*1-4,375,0.6%,About 0.8%,No significant difference
27153790700,2,Todd County,0,165,0.6%,0.0%,No significant difference
27153790800,2,Todd County,*1-4,69,0.6%,About 0.8%,No significant difference
27155460100,4,Traverse County,6,92,4.5%,6.5%,Significantly higher (3+ times)
27155460200,2,Traverse County,0,42,4.5%,0.0%,No significant difference
27157490100,3,Wabasha County,*1-4,63,1.5%,> 0.8%,Significantly higher (1-2 times)
27157490200,2,Wabasha County,0,63,1.5%,0.0%,No significant difference
27157490300,2,Wabasha County,*1-4,96,1.5%,About 0.8%,No significant difference
27157490400,2,Wabasha County,0,108,1.5%,0.0%,No significant difference
27157490500,2,Wabasha County,*1-4,72,1.5%,About 0.8%,No significant difference
27157490600,2,Wabasha County,*1-4,117,1.5%,About 0.8%,No significant difference
27159480100,2,Wadena County,*1-4,149,0.4%,About 0.8%,No significant difference
27159480200,2,Wadena County,0,253,0.4%,0.0%,No significant difference
27159480300,2,Wadena County,0,307,0.4%,0.0%,No significant difference
27161790100,2,Waseca County,0,86,0.6%,0.0%,No significant difference
27161790200,2,Waseca County,*1-4,117,0.6%,About 0.8%,No significant difference
27161790300,2,Waseca County,0,104,0.6%,0.0%,No significant difference
27161790400,2,Waseca County,*1-4,276,0.6%,About 0.8%,No significant difference
27161790500,2,Waseca County,0,169,0.6%,0.0%,No significant difference
27163070103,2,Washington County,*1-4,288,0.3%,About 0.8%,No significant difference
27163070104,2,Washington County,0,127,0.3%,0.0%,No significant difference
27163070105,2,Washington County,0,147,0.3%,0.0%,No significant difference
27163070106,2,Washington County,0,344,0.3%,0.0%,No significant difference
27163070203,1,Washington County,0,439,0.3%,0.0%,Significantly lower (<0.7%)
27163070204,2,Washington County,0,269,0.3%,0.0%,No significant difference
27163070205,2,Washington County,0,101,0.3%,0.0%,No significant difference
27163070206,2,Washington County,0,101,0.3%,0.0%,No significant difference
27163070301,2,Washington County,0,65,0.3%,0.0%,No significant difference
27163070303,2,Washington County,0,178,0.3%,0.0%,No significant difference
27163070304,2,Washington County,*1-4,203,0.3%,About 0.8%,No significant difference
27163070403,2,Washington County,*1-4,103,0.3%,About 0.8%,No significant difference
27163070404,2,Washington County,0,165,0.3%,0.0%,No significant difference
27163070405,2,Washington County,*1-4,183,0.3%,About 0.8%,No significant difference
27163070406,2,Washington County,*1-4,334,0.3%,About 0.8%,No significant difference
27163070501,2,Washington County,0,133,0.3%,0.0%,No significant difference
27163070502,3,Washington County,*1-4,159,0.3%,> 0.8%,Significantly higher (1-2 times)
27163070601,2,Washington County,0,255,0.3%,0.0%,No significant difference
27163070602,3,Washington County,6,123,0.3%,4.9%,Significantly higher (1-2 times)
27163070701,2,Washington County,0,168,0.3%,0.0%,No significant difference
27163070703,2,Washington County,*1-4,135,0.3%,About 0.8%,No significant difference
27163070704,2,Washington County,*1-4,109,0.3%,About 0.8%,No significant difference
27163070906,2,Washington County,*1-4,277,0.3%,About 0.8%,No significant difference
27163070907,2,Washington County,0,376,0.3%,0.0%,No significant difference
27163070909,2,Washington County,*1-4,298,0.3%,About 0.8%,No significant difference
27163070910,2,Washington County,*1-4,253,0.3%,About 0.8%,No significant difference
27163070911,2,Washington County,*1-4,258,0.3%,About 0.8%,No significant difference
27163070912,2,Washington County,0,151,0.3%,0.0%,No significant difference
27163071001,2,Washington County,*1-4,308,0.3%,About 0.8%,No significant difference
27163071003,2,Washington County,0,229,0.3%,0.0%,No significant difference
27163071006,2,Washington County,0,255,0.3%,0.0%,No significant difference
27163071010,2,Washington County,0,259,0.3%,0.0%,No significant difference
27163071011,2,Washington County,0,162,0.3%,0.0%,No significant difference
27163071012,2,Washington County,0,269,0.3%,0.0%,No significant difference
27163071013,2,Washington County,*1-4,261,0.3%,About 0.8%,No significant difference
27163071014,2,Washington County,0,197,0.3%,0.0%,No significant difference
27163071015,2,Washington County,0,290,0.3%,0.0%,No significant difference
27163071016,2,Washington County,0,112,0.3%,0.0%,No significant difference
27163071017,2,Washington County,*1-4,388,0.3%,About 0.8%,No significant difference
27163071018,2,Washington County,*1-4,879,0.3%,About 0.8%,No significant difference
27163071101,2,Washington County,0,124,0.3%,0.0%,No significant difference
27163071102,2,Washington County,0,172,0.3%,0.0%,No significant difference
27163071206,1,Washington County,0,585,0.3%,0.0%,Significantly lower (<0.7%)
27163071207,1,Washington County,0,518,0.3%,0.0%,Significantly lower (<0.7%)
27163071208,2,Washington County,*1-4,354,0.3%,About 0.8%,No significant difference
27163071209,2,Washington County,*1-4,392,0.3%,About 0.8%,No significant difference
27163071300,2,Washington County,0,395,0.3%,0.0%,No significant difference
27163071400,2,Washington County,*1-4,502,0.3%,About 0.8%,No significant difference
27165950100,2,Watonwan County,*1-4,176,2.9%,About 0.8%,No significant difference
27165950200,3,Watonwan County,12,343,2.9%,3.5%,Significantly higher (1-2 times)
27165950300,3,Watonwan County,*1-4,139,2.9%,> 0.8%,Significantly higher (1-2 times)
27167950100,2,Wilkin County,*1-4,143,1.3%,About 0.8%,No significant difference
27167950200,2,Wilkin County,*1-4,140,1.3%,About 0.8%,No significant difference
27169670100,2,Winona County,*1-4,248,2.4%,About 0.8%,No significant difference
27169670200,2,Winona County,*1-4,128,2.4%,About 0.8%,No significant difference
27169670300,3,Winona County,7,239,2.4%,2.9%,Significantly higher (1-2 times)
27169670400,3,Winona County,5,104,2.4%,4.8%,Significantly higher (1-2 times)
27169670500,2,Winona County,0,39,2.4%,0.0%,No significant difference
27169670600,3,Winona County,*1-4,77,2.4%,> 0.8%,Significantly higher (1-2 times)
27169670700,2,Winona County,0,86,2.4%,0.0%,No significant difference
27169670800,2,Winona County,*1-4,186,2.4%,About 0.8%,No significant difference
27169670900,2,Winona County,*1-4,129,2.4%,About 0.8%,No significant difference
27169671000,2,Winona County,*1-4,121,2.4%,About 0.8%,No significant difference
27171100100,1,Wright County,0,852,0.1%,0.0%,Significantly lower (<0.7%)
27171100202,2,Wright County,0,68,0.1%,0.0%,No significant difference
27171100203,2,Wright County,0,263,0.1%,0.0%,No significant difference
27171100204,2,Wright County,*1-4,654,0.1%,About 0.8%,No significant difference
27171100300,2,Wright County,0,330,0.1%,0.0%,No significant difference
27171100400,2,Wright County,0,256,0.1%,0.0%,No significant difference
27171100500,2,Wright County,0,210,0.1%,0.0%,No significant difference
27171100701,2,Wright County,*1-4,311,0.1%,About 0.8%,No significant difference
27171100702,2,Wright County,*1-4,425,0.1%,About 0.8%,No significant difference
27171100703,2,Wright County,0,383,0.1%,0.0%,No significant difference
27171100801,2,Wright County,*1-4,645,0.1%,About 0.8%,No significant difference
27171100802,2,Wright County,*1-4,560,0.1%,About 0.8%,No significant difference
27171100900,2,Wright County,0,358,0.1%,0.0%,No significant difference
27171101000,2,Wright County,0,261,0.1%,0.0%,No significant difference
27171101100,1,Wright County,0,479,0.1%,0.0%,Significantly lower (<0.7%)
27171101200,2,Wright County,0,138,0.1%,0.0%,No significant difference
27171101300,2,Wright County,0,270,0.1%,0.0%,No significant difference
27173970100,2,Yellow Medicine County,*1-4,128,1.4%,About 0.8%,No significant difference
27173970200,2,Yellow Medicine County,*1-4,116,1.4%,About 0.8%,No significant difference
27173970300,2,Yellow Medicine County,*1-4,100,1.4%,About 0.8%,No significant difference
27173970400,2,Yellow Medicine County,0,56,1.4%,0.0%,No significant difference
